Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,defectFixed,defectType,lifecycle:transition,numberRepairs,org:resource,phoneType
863,Restart Repair,System,1970/01/18 21:20:00.000,1970/01/18 21:20:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Restart Repair,,,complete,,System,
863,Repair (Simple),SolverS1,1970/01/18 21:20:00.000,1970/01/18 21:25:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
863,Test Repair,Tester2,1970/01/18 21:25:00.000,1970/01/18 21:32:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,3,Tester2,
863,Archive Repair,System,1970/01/18 21:41:00.000,1970/01/18 21:41:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Archive Repair,false,,complete,3,System,
863,End,End,1970/01/18 21:41:00.000,1970/01/18 21:41:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,End,End,End,complete,End,End,End
864,Register,System,1970/01/19 20:43:00.000,1970/01/19 20:43:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Register,,,complete,,System,
864,Analyze Defect,Tester1,1970/01/19 20:43:00.000,1970/01/19 20:53:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Analyze Defect,,6,complete,,Tester1,T2
864,Inform User,System,1970/01/19 21:08:00.000,1970/01/19 21:08:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Inform User,,,complete,,System,
864,Repair (Simple),SolverS1,1970/01/19 21:10:00.000,1970/01/19 21:15:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Repair (Simple),,,complete,,SolverS1,
864,Test Repair,Tester3,1970/01/19 21:15:00.000,1970/01/19 21:24:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Test Repair,false,,complete,1,Tester3,
864,Restart Repair,System,1970/01/19 21:29:00.000,1970/01/19 21:29:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Restart Repair,,,complete,,System,
864,Repair (Complex),SolverC1,1970/01/19 21:29:00.000,1970/01/19 21:45:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Repair (Complex),,,complete,,SolverC1,
864,Test Repair,Tester2,1970/01/19 21:45:00.000,1970/01/19 21:53:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Test Repair,true,,complete,1,Tester2,
864,Archive Repair,System,1970/01/19 22:00:00.000,1970/01/19 22:00:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,Archive Repair,true,,complete,1,System,
864,End,End,1970/01/19 22:00:00.000,1970/01/19 22:00:00.000,Variant 31,31,Fluxicon Disco,Variant 31,31,End,End,End,complete,End,End,End
865,Register,System,1970/01/18 21:19:00.000,1970/01/18 21:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
865,Analyze Defect,Tester4,1970/01/18 21:19:00.000,1970/01/18 21:29:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,6,complete,,Tester4,T1
865,Repair (Simple),SolverS3,1970/01/18 21:50:00.000,1970/01/18 22:01:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
865,Test Repair,Tester1,1970/01/18 22:01:00.000,1970/01/18 22:10:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester1,
865,Inform User,System,1970/01/18 22:19:00.000,1970/01/18 22:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
865,Archive Repair,System,1970/01/18 22:19:00.000,1970/01/18 22:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
865,End,End,1970/01/18 22:19:00.000,1970/01/18 22:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
866,Register,System,1970/01/19 12:04:00.000,1970/01/19 12:04:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Register,,,complete,,System,
866,Analyze Defect,Tester2,1970/01/19 12:04:00.000,1970/01/19 12:10:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Analyze Defect,,4,complete,,Tester2,T3
866,Repair (Simple),SolverS3,1970/01/19 12:20:00.000,1970/01/19 12:40:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Repair (Simple),,,complete,,SolverS3,
866,Inform User,System,1970/01/19 12:25:00.000,1970/01/19 12:25:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Inform User,,,complete,,System,
866,Test Repair,Tester6,1970/01/19 12:40:00.000,1970/01/19 12:47:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Test Repair,true,,complete,1,Tester6,
866,Archive Repair,System,1970/01/19 12:56:00.000,1970/01/19 12:56:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Archive Repair,true,,complete,1,System,
866,End,End,1970/01/19 12:56:00.000,1970/01/19 12:56:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,End,End,complete,End,End,End
867,Register,System,1970/01/18 22:25:00.000,1970/01/18 22:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
867,Analyze Defect,Tester5,1970/01/18 22:25:00.000,1970/01/18 22:33:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,6,complete,,Tester5,T2
867,Repair (Complex),SolverC1,1970/01/18 22:59:00.000,1970/01/18 23:15:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
867,Inform User,System,1970/01/18 23:11:00.000,1970/01/18 23:11:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
867,Test Repair,Tester3,1970/01/18 23:15:00.000,1970/01/18 23:22:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester3,
867,Archive Repair,System,1970/01/18 23:30:00.000,1970/01/18 23:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
867,End,End,1970/01/18 23:30:00.000,1970/01/18 23:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
868,Register,System,1970/01/18 22:46:00.000,1970/01/18 22:46:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
868,Analyze Defect,Tester3,1970/01/18 22:46:00.000,1970/01/18 22:55:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,6,complete,,Tester3,T2
868,Repair (Simple),SolverS3,1970/01/18 23:12:00.000,1970/01/18 23:30:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
868,Test Repair,Tester1,1970/01/18 23:30:00.000,1970/01/18 23:39:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester1,
868,Inform User,System,1970/01/18 23:43:00.000,1970/01/18 23:43:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
868,Archive Repair,System,1970/01/18 23:46:00.000,1970/01/18 23:46:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
868,End,End,1970/01/18 23:46:00.000,1970/01/18 23:46:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
869,Register,System,1970/01/19 07:53:00.000,1970/01/19 07:53:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
869,Analyze Defect,Tester1,1970/01/19 07:53:00.000,1970/01/19 08:02:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester1,T3
869,Repair (Complex),SolverC2,1970/01/19 08:05:00.000,1970/01/19 08:17:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
869,Test Repair,Tester3,1970/01/19 08:17:00.000,1970/01/19 08:27:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester3,
869,Inform User,System,1970/01/19 08:31:00.000,1970/01/19 08:31:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
869,Archive Repair,System,1970/01/19 08:32:00.000,1970/01/19 08:32:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
869,End,End,1970/01/19 08:32:00.000,1970/01/19 08:32:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
87,Register,System,1970/01/04 01:08:00.000,1970/01/04 01:08:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Register,,,complete,,System,
87,Analyze Defect,Tester1,1970/01/04 01:08:00.000,1970/01/04 01:18:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Analyze Defect,,4,complete,,Tester1,T3
87,Inform User,System,1970/01/04 01:39:00.000,1970/01/04 01:39:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Inform User,,,complete,,System,
87,Repair (Simple),SolverS1,1970/01/04 01:44:00.000,1970/01/04 01:50:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Repair (Simple),,,complete,,SolverS1,
87,Test Repair,Tester6,1970/01/04 01:50:00.000,1970/01/04 01:58:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Test Repair,false,,complete,1,Tester6,
87,Restart Repair,System,1970/01/04 02:06:00.000,1970/01/04 02:06:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Restart Repair,,,complete,,System,
87,Repair (Simple),SolverS3,1970/01/04 02:06:00.000,1970/01/04 02:18:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Repair (Simple),,,complete,,SolverS3,
87,Test Repair,Tester4,1970/01/04 02:18:00.000,1970/01/04 02:26:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Test Repair,true,,complete,2,Tester4,
87,Archive Repair,System,1970/01/04 02:36:00.000,1970/01/04 02:36:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Archive Repair,true,,complete,2,System,
87,End,End,1970/01/04 02:36:00.000,1970/01/04 02:36:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,End,End,End,complete,End,End,End
870,Register,System,1970/01/19 21:07:00.000,1970/01/19 21:07:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
870,Analyze Defect,Tester1,1970/01/19 21:07:00.000,1970/01/19 21:17:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester1,T1
870,Repair (Complex),SolverC2,1970/01/19 21:24:00.000,1970/01/19 21:36:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
870,Test Repair,Tester4,1970/01/19 21:36:00.000,1970/01/19 21:42:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester4,
870,Inform User,System,1970/01/19 22:00:00.000,1970/01/19 22:00:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
870,Archive Repair,System,1970/01/19 22:00:00.000,1970/01/19 22:00:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
870,End,End,1970/01/19 22:00:00.000,1970/01/19 22:00:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
871,Register,System,1970/01/19 05:09:00.000,1970/01/19 05:09:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
871,Analyze Defect,Tester6,1970/01/19 05:09:00.000,1970/01/19 05:14:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester6,T2
871,Repair (Complex),SolverC2,1970/01/19 05:40:00.000,1970/01/19 05:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
871,Inform User,System,1970/01/19 05:46:00.000,1970/01/19 05:46:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
871,Test Repair,Tester4,1970/01/19 05:52:00.000,1970/01/19 05:58:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester4,
871,Archive Repair,System,1970/01/19 06:07:00.000,1970/01/19 06:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
871,End,End,1970/01/19 06:07:00.000,1970/01/19 06:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
872,Register,System,1970/01/19 02:27:00.000,1970/01/19 02:27:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
872,Analyze Defect,Tester5,1970/01/19 02:27:00.000,1970/01/19 02:34:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,5,complete,,Tester5,T1
872,Repair (Complex),SolverC1,1970/01/19 02:57:00.000,1970/01/19 03:12:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
872,Test Repair,Tester3,1970/01/19 03:12:00.000,1970/01/19 03:19:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester3,
872,Inform User,System,1970/01/19 03:22:00.000,1970/01/19 03:22:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
872,Archive Repair,System,1970/01/19 03:29:00.000,1970/01/19 03:29:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
872,End,End,1970/01/19 03:29:00.000,1970/01/19 03:29:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
873,Register,System,1970/01/18 22:41:00.000,1970/01/18 22:41:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
873,Analyze Defect,Tester1,1970/01/18 22:41:00.000,1970/01/18 22:48:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester1,T1
873,Repair (Complex),SolverC2,1970/01/18 23:08:00.000,1970/01/18 23:23:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
873,Inform User,System,1970/01/18 23:10:00.000,1970/01/18 23:10:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
873,Test Repair,Tester3,1970/01/18 23:23:00.000,1970/01/18 23:33:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester3,
873,Archive Repair,System,1970/01/18 23:42:00.000,1970/01/18 23:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
873,End,End,1970/01/18 23:42:00.000,1970/01/18 23:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
874,Register,System,1970/01/19 06:35:00.000,1970/01/19 06:35:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
874,Analyze Defect,Tester3,1970/01/19 06:35:00.000,1970/01/19 06:40:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,8,complete,,Tester3,T1
874,Repair (Complex),SolverC2,1970/01/19 06:47:00.000,1970/01/19 07:06:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
874,Test Repair,Tester3,1970/01/19 07:06:00.000,1970/01/19 07:13:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester3,
874,Inform User,System,1970/01/19 07:19:00.000,1970/01/19 07:19:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
874,Archive Repair,System,1970/01/19 07:19:00.000,1970/01/19 07:19:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
874,End,End,1970/01/19 07:19:00.000,1970/01/19 07:19:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
875,Register,System,1970/01/19 13:15:00.000,1970/01/19 13:15:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
875,Analyze Defect,Tester6,1970/01/19 13:15:00.000,1970/01/19 13:22:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,1,complete,,Tester6,T3
875,Repair (Simple),SolverS2,1970/01/19 13:52:00.000,1970/01/19 14:00:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS2,
875,Test Repair,Tester6,1970/01/19 14:00:00.000,1970/01/19 14:10:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester6,
875,Inform User,System,1970/01/19 14:04:00.000,1970/01/19 14:04:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
875,Archive Repair,System,1970/01/19 14:20:00.000,1970/01/19 14:20:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
875,End,End,1970/01/19 14:20:00.000,1970/01/19 14:20:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
876,Register,System,1970/01/20 02:07:00.000,1970/01/20 02:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
876,Analyze Defect,Tester4,1970/01/20 02:07:00.000,1970/01/20 02:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester4,T2
876,Repair (Complex),SolverC3,1970/01/20 02:38:00.000,1970/01/20 03:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
876,Inform User,System,1970/01/20 02:51:00.000,1970/01/20 02:51:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
876,Test Repair,Tester6,1970/01/20 03:28:00.000,1970/01/20 03:34:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
876,Archive Repair,System,1970/01/20 03:42:00.000,1970/01/20 03:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
876,End,End,1970/01/20 03:42:00.000,1970/01/20 03:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
877,Register,System,1970/01/19 00:06:00.000,1970/01/19 00:06:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
877,Analyze Defect,Tester6,1970/01/19 00:06:00.000,1970/01/19 00:13:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester6,T2
877,Repair (Complex),SolverC2,1970/01/19 00:21:00.000,1970/01/19 00:37:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
877,Inform User,System,1970/01/19 00:33:00.000,1970/01/19 00:33:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
877,Test Repair,Tester5,1970/01/19 00:37:00.000,1970/01/19 00:44:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
877,Archive Repair,System,1970/01/19 00:52:00.000,1970/01/19 00:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
877,End,End,1970/01/19 00:52:00.000,1970/01/19 00:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
878,Register,System,1970/01/20 04:51:00.000,1970/01/20 04:51:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
878,Analyze Defect,Tester3,1970/01/20 04:51:00.000,1970/01/20 05:00:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,1,complete,,Tester3,T3
878,Repair (Simple),SolverS2,1970/01/20 05:08:00.000,1970/01/20 05:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS2,
878,Test Repair,Tester3,1970/01/20 05:19:00.000,1970/01/20 05:27:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester3,
878,Inform User,System,1970/01/20 05:50:00.000,1970/01/20 05:50:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
878,Archive Repair,System,1970/01/20 05:50:00.000,1970/01/20 05:50:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
878,End,End,1970/01/20 05:50:00.000,1970/01/20 05:50:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
879,Register,System,1970/01/19 13:33:00.000,1970/01/19 13:33:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
879,Analyze Defect,Tester6,1970/01/19 13:33:00.000,1970/01/19 13:39:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester6,T1
879,Repair (Complex),SolverC1,1970/01/19 13:47:00.000,1970/01/19 13:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
879,Inform User,System,1970/01/19 13:56:00.000,1970/01/19 13:56:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
879,Test Repair,Tester1,1970/01/19 13:57:00.000,1970/01/19 14:06:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester1,
879,Archive Repair,System,1970/01/19 14:16:00.000,1970/01/19 14:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
879,End,End,1970/01/19 14:16:00.000,1970/01/19 14:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
88,Register,System,1970/01/03 17:37:00.000,1970/01/03 17:37:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
88,Analyze Defect,Tester2,1970/01/03 17:37:00.000,1970/01/03 17:46:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,3,complete,,Tester2,T2
88,Repair (Simple),SolverS2,1970/01/03 18:02:00.000,1970/01/03 18:09:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS2,
88,Test Repair,Tester3,1970/01/03 18:09:00.000,1970/01/03 18:16:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester3,
88,Inform User,System,1970/01/03 18:34:00.000,1970/01/03 18:34:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
88,Archive Repair,System,1970/01/03 18:34:00.000,1970/01/03 18:34:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
88,End,End,1970/01/03 18:34:00.000,1970/01/03 18:34:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
880,Register,System,1970/01/19 05:41:00.000,1970/01/19 05:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
880,Analyze Defect,Tester6,1970/01/19 05:41:00.000,1970/01/19 05:51:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester6,T2
880,Repair (Complex),SolverC3,1970/01/19 05:52:00.000,1970/01/19 06:38:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC3,
880,Test Repair,Tester1,1970/01/19 06:38:00.000,1970/01/19 06:43:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester1,
880,Inform User,System,1970/01/19 06:41:00.000,1970/01/19 06:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
880,Archive Repair,System,1970/01/19 06:53:00.000,1970/01/19 06:53:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
880,End,End,1970/01/19 06:53:00.000,1970/01/19 06:53:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
